name,age,department,city,college,id,timestamp
Student_70,18,Mechanical Engineering,Pune,IIT Delhi,70,2023-01-01 01:09:00
Student_71,22,Electrical Engineering,Jaipur,IIT Chennai,71,2023-01-01 01:10:00
Student_72,19,Electrical Engineering,Ahmedabad,IIT Bombay,72,2023-01-01 01:11:00
Student_73,18,Computer Science,Hyderabad,IIT Ahmedabad,73,2023-01-01 01:12:00
Student_74,23,Mechanical Engineering,Lucknow,IIT Bombay,74,2023-01-01 01:13:00
Student_75,25,Biotechnology,Pune,IIT Kolkata,75,2023-01-01 01:14:00
Student_76,23,Chemical Engineering,Bangalore,IIT Hyderabad,76,2023-01-01 01:15:00
Student_77,24,Chemical Engineering,Ahmedabad,IIT Bombay,77,2023-01-01 01:16:00
Student_78,20,Electrical Engineering,Ahmedabad,IIT Chennai,78,2023-01-01 01:17:00
Student_79,23,Mechanical Engineering,Delhi,IIT Chennai,79,2023-01-01 01:18:00
Student_80,18,Computer Science,Ahmedabad,IIT Bangalore,80,2023-01-01 01:19:00
Student_81,20,Chemical Engineering,Ahmedabad,IIT Chennai,81,2023-01-01 01:20:00
Student_82,24,Chemical Engineering,Bangalore,IIT Ahmedabad,82,2023-01-01 01:21:00
Student_83,19,Civil Engineering,Hyderabad,IIT Bombay,83,2023-01-01 01:22:00
Student_84,22,Electrical Engineering,Jaipur,IIT Delhi,84,2023-01-01 01:23:00
Student_85,22,Civil Engineering,Chennai,IIT Ahmedabad,85,2023-01-01 01:24:00
Student_86,24,Computer Science,Delhi,IIT Jaipur,86,2023-01-01 01:25:00
Student_87,25,Civil Engineering,Chennai,IIT Chennai,87,2023-01-01 01:26:00
Student_88,19,Civil Engineering,Delhi,IIT Pune,88,2023-01-01 01:27:00
Student_89,24,Computer Science,Ahmedabad,IIT Chennai,89,2023-01-01 01:28:00
Student_90,20,Electrical Engineering,Lucknow,IIT Kolkata,90,2023-01-01 01:29:00
Student_91,19,Computer Science,Delhi,IIT Hyderabad,91,2023-01-01 01:30:00
Student_92,21,Computer Science,Kolkata,IIT Bombay,92,2023-01-01 01:31:00
Student_93,19,Civil Engineering,Jaipur,IIT Jaipur,93,2023-01-01 01:32:00
Student_94,22,Civil Engineering,Pune,IIT Lucknow,94,2023-01-01 01:33:00
Student_95,21,Civil Engineering,Delhi,IIT Chennai,95,2023-01-01 01:34:00
Student_96,21,Mechanical Engineering,Lucknow,IIT Bangalore,96,2023-01-01 01:35:00
Student_97,24,Electrical Engineering,Chennai,IIT Delhi,97,2023-01-01 01:36:00
Student_98,19,Biotechnology,Mumbai,IIT Jaipur,98,2023-01-01 01:37:00
Student_99,25,Biotechnology,Hyderabad,IIT Delhi,99,2023-01-01 01:38:00
Student_100,25,Civil Engineering,Ahmedabad,IIT Hyderabad,100,2023-01-01 01:39:00
Student_101,18,Electrical Engineering,Lucknow,IIT Bangalore,101,2023-01-01 01:40:00
Student_102,19,Electrical Engineering,Pune,IIT Kolkata,102,2023-01-01 01:41:00
Student_103,23,Chemical Engineering,Bangalore,IIT Delhi,103,2023-01-01 01:42:00
Student_104,25,Electrical Engineering,Lucknow,IIT Kolkata,104,2023-01-01 01:43:00
Student_105,24,Chemical Engineering,Pune,IIT Chennai,105,2023-01-01 01:44:00
Student_106,25,Civil Engineering,Hyderabad,IIT Jaipur,106,2023-01-01 01:45:00
Student_107,21,Computer Science,Chennai,IIT Chennai,107,2023-01-01 01:46:00
Student_108,23,Computer Science,Jaipur,IIT Bangalore,108,2023-01-01 01:47:00
Student_109,22,Chemical Engineering,Bangalore,IIT Kolkata,109,2023-01-01 01:48:00
Student_110,22,Biotechnology,Pune,IIT Delhi,110,2023-01-01 01:49:00
Student_111,19,Chemical Engineering,Mumbai,IIT Delhi,111,2023-01-01 01:50:00
Student_112,21,Electrical Engineering,Mumbai,IIT Ahmedabad,112,2023-01-01 01:51:00
Student_113,18,Civil Engineering,Chennai,IIT Bangalore,113,2023-01-01 01:52:00
Student_114,20,Biotechnology,Pune,IIT Chennai,114,2023-01-01 01:53:00
Student_115,24,Chemical Engineering,Jaipur,IIT Bombay,115,2023-01-01 01:54:00
Student_116,19,Biotechnology,Jaipur,IIT Lucknow,116,2023-01-01 01:55:00
Student_117,19,Biotechnology,Kolkata,IIT Hyderabad,117,2023-01-01 01:56:00
Student_118,22,Chemical Engineering,Lucknow,IIT Kolkata,118,2023-01-01 01:57:00
Student_119,25,Civil Engineering,Lucknow,IIT Lucknow,119,2023-01-01 01:58:00
Student_120,21,Computer Science,Mumbai,IIT Bangalore,120,2023-01-01 01:59:00
Student_121,22,Chemical Engineering,Lucknow,IIT Ahmedabad,121,2023-01-01 02:00:00
Student_122,23,Computer Science,Pune,IIT Ahmedabad,122,2023-01-01 02:01:00
Student_123,22,Civil Engineering,Kolkata,IIT Kolkata,123,2023-01-01 02:02:00
Student_124,18,Electrical Engineering,Bangalore,IIT Hyderabad,124,2023-01-01 02:03:00
Student_125,22,Biotechnology,Chennai,IIT Bombay,125,2023-01-01 02:04:00
Student_126,18,Civil Engineering,Kolkata,IIT Bangalore,126,2023-01-01 02:05:00
Student_127,25,Chemical Engineering,Delhi,IIT Bangalore,127,2023-01-01 02:06:00
Student_128,23,Civil Engineering,Mumbai,IIT Lucknow,128,2023-01-01 02:07:00
Student_129,25,Civil Engineering,Pune,IIT Bombay,129,2023-01-01 02:08:00
Student_130,19,Civil Engineering,Bangalore,IIT Bombay,130,2023-01-01 02:09:00
Student_131,18,Chemical Engineering,Lucknow,IIT Bangalore,131,2023-01-01 02:10:00
Student_132,23,Computer Science,Jaipur,IIT Chennai,132,2023-01-01 02:11:00
Student_133,21,Civil Engineering,Pune,IIT Delhi,133,2023-01-01 02:12:00
Student_134,18,Chemical Engineering,Pune,IIT Lucknow,134,2023-01-01 02:13:00
Student_135,23,Biotechnology,Delhi,IIT Lucknow,135,2023-01-01 02:14:00
Student_136,22,Electrical Engineering,Kolkata,IIT Ahmedabad,136,2023-01-01 02:15:00
Student_137,19,Chemical Engineering,Hyderabad,IIT Bombay,137,2023-01-01 02:16:00
Student_138,24,Civil Engineering,Chennai,IIT Hyderabad,138,2023-01-01 02:17:00
Student_139,25,Mechanical Engineering,Delhi,IIT Bombay,139,2023-01-01 02:18:00
Student_140,18,Civil Engineering,Ahmedabad,IIT Bombay,140,2023-01-01 02:19:00
Student_141,21,Electrical Engineering,Delhi,IIT Jaipur,141,2023-01-01 02:20:00
Student_142,24,Chemical Engineering,Ahmedabad,IIT Delhi,142,2023-01-01 02:21:00
Student_143,20,Civil Engineering,Lucknow,IIT Kolkata,143,2023-01-01 02:22:00
Student_144,19,Computer Science,Kolkata,IIT Delhi,144,2023-01-01 02:23:00
Student_145,19,Civil Engineering,Bangalore,IIT Bombay,145,2023-01-01 02:24:00
Student_146,25,Civil Engineering,Kolkata,IIT Bombay,146,2023-01-01 02:25:00
Student_147,25,Mechanical Engineering,Ahmedabad,IIT Delhi,147,2023-01-01 02:26:00
Student_148,23,Computer Science,Delhi,IIT Chennai,148,2023-01-01 02:27:00
Student_149,18,Mechanical Engineering,Chennai,IIT Bangalore,149,2023-01-01 02:28:00
Student_150,18,Electrical Engineering,Chennai,IIT Delhi,150,2023-01-01 02:29:00
Student_151,20,Electrical Engineering,Mumbai,IIT Hyderabad,151,2023-01-01 02:30:00
Student_152,19,Biotechnology,Mumbai,IIT Ahmedabad,152,2023-01-01 02:31:00
Student_153,23,Biotechnology,Mumbai,IIT Lucknow,153,2023-01-01 02:32:00
Student_154,21,Electrical Engineering,Bangalore,IIT Pune,154,2023-01-01 02:33:00
Student_155,19,Civil Engineering,Chennai,IIT Ahmedabad,155,2023-01-01 02:34:00
Student_156,20,Computer Science,Hyderabad,IIT Chennai,156,2023-01-01 02:35:00
Student_157,23,Civil Engineering,Ahmedabad,IIT Ahmedabad,157,2023-01-01 02:36:00
Student_158,23,Electrical Engineering,Lucknow,IIT Delhi,158,2023-01-01 02:37:00
Student_159,19,Chemical Engineering,Lucknow,IIT Ahmedabad,159,2023-01-01 02:38:00
Student_160,20,Civil Engineering,Bangalore,IIT Bangalore,160,2023-01-01 02:39:00
Student_161,21,Mechanical Engineering,Jaipur,IIT Hyderabad,161,2023-01-01 02:40:00
Student_162,21,Electrical Engineering,Ahmedabad,IIT Chennai,162,2023-01-01 02:41:00
Student_163,24,Biotechnology,Mumbai,IIT Bangalore,163,2023-01-01 02:42:00
Student_164,18,Civil Engineering,Delhi,IIT Delhi,164,2023-01-01 02:43:00
Student_165,20,Civil Engineering,Ahmedabad,IIT Jaipur,165,2023-01-01 02:44:00
Student_166,24,Biotechnology,Bangalore,IIT Lucknow,166,2023-01-01 02:45:00
Student_167,24,Mechanical Engineering,Chennai,IIT Delhi,167,2023-01-01 02:46:00
Student_168,21,Civil Engineering,Chennai,IIT Jaipur,168,2023-01-01 02:47:00
Student_169,18,Civil Engineering,Kolkata,IIT Bombay,169,2023-01-01 02:48:00
Student_170,24,Biotechnology,Chennai,IIT Pune,170,2023-01-01 02:49:00
Student_171,21,Mechanical Engineering,Ahmedabad,IIT Pune,171,2023-01-01 02:50:00
Student_172,19,Electrical Engineering,Delhi,IIT Ahmedabad,172,2023-01-01 02:51:00
Student_173,19,Chemical Engineering,Lucknow,IIT Bangalore,173,2023-01-01 02:52:00
Student_174,25,Civil Engineering,Bangalore,IIT Kolkata,174,2023-01-01 02:53:00
Student_175,24,Electrical Engineering,Hyderabad,IIT Pune,175,2023-01-01 02:54:00
Student_176,23,Chemical Engineering,Bangalore,IIT Chennai,176,2023-01-01 02:55:00
Student_177,25,Biotechnology,Delhi,IIT Pune,177,2023-01-01 02:56:00
Student_178,21,Mechanical Engineering,Mumbai,IIT Pune,178,2023-01-01 02:57:00
Student_179,25,Computer Science,Hyderabad,IIT Ahmedabad,179,2023-01-01 02:58:00
Student_180,19,Biotechnology,Ahmedabad,IIT Jaipur,180,2023-01-01 02:59:00
Student_181,20,Civil Engineering,Pune,IIT Delhi,181,2023-01-01 03:00:00
Student_182,25,Electrical Engineering,Jaipur,IIT Kolkata,182,2023-01-01 03:01:00
Student_183,22,Biotechnology,Mumbai,IIT Delhi,183,2023-01-01 03:02:00
Student_184,22,Biotechnology,Mumbai,IIT Bombay,184,2023-01-01 03:03:00
Student_185,22,Civil Engineering,Jaipur,IIT Lucknow,185,2023-01-01 03:04:00
Student_186,24,Civil Engineering,Delhi,IIT Ahmedabad,186,2023-01-01 03:05:00
Student_187,23,Mechanical Engineering,Hyderabad,IIT Lucknow,187,2023-01-01 03:06:00
Student_188,19,Computer Science,Delhi,IIT Ahmedabad,188,2023-01-01 03:07:00
Student_189,22,Chemical Engineering,Chennai,IIT Delhi,189,2023-01-01 03:08:00
Student_190,21,Electrical Engineering,Delhi,IIT Kolkata,190,2023-01-01 03:09:00
Student_191,22,Mechanical Engineering,Jaipur,IIT Bangalore,191,2023-01-01 03:10:00
Student_192,21,Chemical Engineering,Delhi,IIT Kolkata,192,2023-01-01 03:11:00
Student_193,24,Biotechnology,Ahmedabad,IIT Ahmedabad,193,2023-01-01 03:12:00
Student_194,25,Mechanical Engineering,Lucknow,IIT Bangalore,194,2023-01-01 03:13:00
Student_195,20,Computer Science,Delhi,IIT Kolkata,195,2023-01-01 03:14:00
Student_196,24,Chemical Engineering,Pune,IIT Bangalore,196,2023-01-01 03:15:00
Student_197,22,Mechanical Engineering,Pune,IIT Kolkata,197,2023-01-01 03:16:00
Student_198,21,Civil Engineering,Pune,IIT Jaipur,198,2023-01-01 03:17:00
Student_199,23,Civil Engineering,Mumbai,IIT Pune,199,2023-01-01 03:18:00
Student_200,22,Electrical Engineering,Pune,IIT Bombay,200,2023-01-01 03:19:00
Student_201,21,Computer Science,Chennai,IIT Pune,201,2023-01-01 03:20:00
Student_202,24,Computer Science,Jaipur,IIT Delhi,202,2023-01-01 03:21:00
Student_203,19,Biotechnology,Kolkata,IIT Bombay,203,2023-01-01 03:22:00
Student_204,23,Computer Science,Delhi,IIT Lucknow,204,2023-01-01 03:23:00
Student_205,18,Mechanical Engineering,Ahmedabad,IIT Hyderabad,205,2023-01-01 03:24:00
Student_206,20,Chemical Engineering,Ahmedabad,IIT Hyderabad,206,2023-01-01 03:25:00
Student_207,19,Civil Engineering,Pune,IIT Chennai,207,2023-01-01 03:26:00
Student_208,24,Electrical Engineering,Chennai,IIT Kolkata,208,2023-01-01 03:27:00
Student_209,24,Electrical Engineering,Pune,IIT Bangalore,209,2023-01-01 03:28:00
Student_210,23,Electrical Engineering,Hyderabad,IIT Bangalore,210,2023-01-01 03:29:00
Student_211,25,Mechanical Engineering,Kolkata,IIT Kolkata,211,2023-01-01 03:30:00
Student_212,25,Civil Engineering,Hyderabad,IIT Hyderabad,212,2023-01-01 03:31:00
Student_213,25,Electrical Engineering,Lucknow,IIT Bombay,213,2023-01-01 03:32:00
Student_214,24,Computer Science,Hyderabad,IIT Delhi,214,2023-01-01 03:33:00
Student_215,20,Mechanical Engineering,Mumbai,IIT Bangalore,215,2023-01-01 03:34:00
Student_216,21,Chemical Engineering,Ahmedabad,IIT Lucknow,216,2023-01-01 03:35:00
Student_217,19,Biotechnology,Jaipur,IIT Ahmedabad,217,2023-01-01 03:36:00
Student_218,23,Civil Engineering,Pune,IIT Bombay,218,2023-01-01 03:37:00
Student_219,24,Chemical Engineering,Pune,IIT Pune,219,2023-01-01 03:38:00
Student_220,22,Biotechnology,Pune,IIT Hyderabad,220,2023-01-01 03:39:00
Student_221,23,Mechanical Engineering,Mumbai,IIT Bombay,221,2023-01-01 03:40:00
Student_222,18,Electrical Engineering,Chennai,IIT Bombay,222,2023-01-01 03:41:00
Student_223,22,Biotechnology,Mumbai,IIT Bangalore,223,2023-01-01 03:42:00
Student_224,19,Civil Engineering,Hyderabad,IIT Lucknow,224,2023-01-01 03:43:00
Student_225,24,Chemical Engineering,Hyderabad,IIT Pune,225,2023-01-01 03:44:00
Student_226,21,Mechanical Engineering,Lucknow,IIT Delhi,226,2023-01-01 03:45:00
Student_227,19,Mechanical Engineering,Chennai,IIT Jaipur,227,2023-01-01 03:46:00
Student_228,25,Mechanical Engineering,Ahmedabad,IIT Bombay,228,2023-01-01 03:47:00
Student_229,18,Electrical Engineering,Chennai,IIT Delhi,229,2023-01-01 03:48:00
Student_230,21,Chemical Engineering,Chennai,IIT Hyderabad,230,2023-01-01 03:49:00
Student_231,21,Mechanical Engineering,Ahmedabad,IIT Ahmedabad,231,2023-01-01 03:50:00
Student_232,24,Mechanical Engineering,Pune,IIT Chennai,232,2023-01-01 03:51:00
Student_233,21,Computer Science,Ahmedabad,IIT Jaipur,233,2023-01-01 03:52:00
Student_234,19,Computer Science,Pune,IIT Pune,234,2023-01-01 03:53:00
Student_235,25,Computer Science,Kolkata,IIT Pune,235,2023-01-01 03:54:00
Student_236,25,Civil Engineering,Delhi,IIT Delhi,236,2023-01-01 03:55:00
Student_237,19,Electrical Engineering,Delhi,IIT Bangalore,237,2023-01-01 03:56:00
Student_238,24,Electrical Engineering,Pune,IIT Lucknow,238,2023-01-01 03:57:00
Student_239,19,Civil Engineering,Jaipur,IIT Kolkata,239,2023-01-01 03:58:00
Student_240,18,Electrical Engineering,Hyderabad,IIT Pune,240,2023-01-01 03:59:00
Student_241,21,Electrical Engineering,Ahmedabad,IIT Chennai,241,2023-01-01 04:00:00
Student_242,23,Civil Engineering,Delhi,IIT Jaipur,242,2023-01-01 04:01:00
Student_243,22,Chemical Engineering,Jaipur,IIT Hyderabad,243,2023-01-01 04:02:00
Student_244,22,Civil Engineering,Jaipur,IIT Lucknow,244,2023-01-01 04:03:00
Student_245,25,Chemical Engineering,Ahmedabad,IIT Ahmedabad,245,2023-01-01 04:04:00
Student_246,21,Computer Science,Delhi,IIT Lucknow,246,2023-01-01 04:05:00
Student_247,19,Electrical Engineering,Kolkata,IIT Hyderabad,247,2023-01-01 04:06:00
Student_248,21,Mechanical Engineering,Mumbai,IIT Jaipur,248,2023-01-01 04:07:00
Student_249,24,Computer Science,Delhi,IIT Kolkata,249,2023-01-01 04:08:00
Student_250,22,Computer Science,Lucknow,IIT Chennai,250,2023-01-01 04:09:00
Student_251,21,Biotechnology,Jaipur,IIT Ahmedabad,251,2023-01-01 04:10:00
Student_252,21,Biotechnology,Hyderabad,IIT Delhi,252,2023-01-01 04:11:00
Student_253,22,Biotechnology,Chennai,IIT Hyderabad,253,2023-01-01 04:12:00
Student_254,23,Biotechnology,Pune,IIT Ahmedabad,254,2023-01-01 04:13:00
Student_255,20,Electrical Engineering,Mumbai,IIT Jaipur,255,2023-01-01 04:14:00
Student_256,23,Mechanical Engineering,Lucknow,IIT Bombay,256,2023-01-01 04:15:00
Student_257,20,Civil Engineering,Bangalore,IIT Bangalore,257,2023-01-01 04:16:00
Student_258,19,Electrical Engineering,Hyderabad,IIT Pune,258,2023-01-01 04:17:00
Student_259,21,Electrical Engineering,Bangalore,IIT Hyderabad,259,2023-01-01 04:18:00
Student_260,24,Mechanical Engineering,Lucknow,IIT Lucknow,260,2023-01-01 04:19:00
Student_261,20,Biotechnology,Pune,IIT Delhi,261,2023-01-01 04:20:00
Student_262,18,Chemical Engineering,Lucknow,IIT Chennai,262,2023-01-01 04:21:00
Student_263,25,Civil Engineering,Ahmedabad,IIT Bombay,263,2023-01-01 04:22:00
Student_264,21,Chemical Engineering,Bangalore,IIT Pune,264,2023-01-01 04:23:00
Student_265,25,Chemical Engineering,Chennai,IIT Delhi,265,2023-01-01 04:24:00
Student_266,22,Electrical Engineering,Lucknow,IIT Kolkata,266,2023-01-01 04:25:00
Student_267,21,Mechanical Engineering,Ahmedabad,IIT Kolkata,267,2023-01-01 04:26:00
Student_268,18,Electrical Engineering,Mumbai,IIT Chennai,268,2023-01-01 04:27:00
Student_269,21,Mechanical Engineering,Pune,IIT Hyderabad,269,2023-01-01 04:28:00
Student_270,22,Mechanical Engineering,Bangalore,IIT Ahmedabad,270,2023-01-01 04:29:00
Student_271,18,Mechanical Engineering,Lucknow,IIT Jaipur,271,2023-01-01 04:30:00
Student_272,18,Biotechnology,Bangalore,IIT Chennai,272,2023-01-01 04:31:00
Student_273,18,Civil Engineering,Mumbai,IIT Bombay,273,2023-01-01 04:32:00
Student_274,21,Computer Science,Mumbai,IIT Hyderabad,274,2023-01-01 04:33:00
Student_275,23,Computer Science,Mumbai,IIT Chennai,275,2023-01-01 04:34:00
Student_276,24,Electrical Engineering,Hyderabad,IIT Pune,276,2023-01-01 04:35:00
Student_277,24,Electrical Engineering,Chennai,IIT Ahmedabad,277,2023-01-01 04:36:00
Student_278,20,Biotechnology,Chennai,IIT Kolkata,278,2023-01-01 04:37:00
Student_279,24,Computer Science,Kolkata,IIT Ahmedabad,279,2023-01-01 04:38:00
Student_280,25,Computer Science,Lucknow,IIT Delhi,280,2023-01-01 04:39:00
Student_281,24,Civil Engineering,Bangalore,IIT Bombay,281,2023-01-01 04:40:00
Student_282,20,Chemical Engineering,Jaipur,IIT Bangalore,282,2023-01-01 04:41:00
Student_283,19,Mechanical Engineering,Hyderabad,IIT Bangalore,283,2023-01-01 04:42:00
Student_284,21,Computer Science,Bangalore,IIT Jaipur,284,2023-01-01 04:43:00
Student_285,20,Biotechnology,Delhi,IIT Kolkata,285,2023-01-01 04:44:00
Student_286,19,Chemical Engineering,Pune,IIT Bangalore,286,2023-01-01 04:45:00
Student_287,18,Mechanical Engineering,Chennai,IIT Kolkata,287,2023-01-01 04:46:00
Student_288,18,Biotechnology,Mumbai,IIT Pune,288,2023-01-01 04:47:00
Student_289,19,Mechanical Engineering,Ahmedabad,IIT Bangalore,289,2023-01-01 04:48:00
Student_290,25,Electrical Engineering,Jaipur,IIT Chennai,290,2023-01-01 04:49:00
Student_291,20,Biotechnology,Kolkata,IIT Chennai,291,2023-01-01 04:50:00
Student_292,22,Civil Engineering,Kolkata,IIT Bombay,292,2023-01-01 04:51:00
Student_293,22,Chemical Engineering,Ahmedabad,IIT Jaipur,293,2023-01-01 04:52:00
Student_294,25,Computer Science,Jaipur,IIT Lucknow,294,2023-01-01 04:53:00
Student_295,22,Biotechnology,Mumbai,IIT Pune,295,2023-01-01 04:54:00
Student_296,24,Biotechnology,Delhi,IIT Kolkata,296,2023-01-01 04:55:00
Student_297,23,Civil Engineering,Mumbai,IIT Bombay,297,2023-01-01 04:56:00
Student_298,22,Biotechnology,Mumbai,IIT Ahmedabad,298,2023-01-01 04:57:00
Student_299,22,Biotechnology,Hyderabad,IIT Jaipur,299,2023-01-01 04:58:00
Student_300,23,Civil Engineering,Ahmedabad,IIT Hyderabad,300,2023-01-01 04:59:00
Student_301,19,Chemical Engineering,Chennai,IIT Hyderabad,301,2023-01-01 05:00:00
Student_302,23,Electrical Engineering,Bangalore,IIT Chennai,302,2023-01-01 05:01:00
Student_303,18,Chemical Engineering,Mumbai,IIT Lucknow,303,2023-01-01 05:02:00
Student_304,20,Mechanical Engineering,Chennai,IIT Ahmedabad,304,2023-01-01 05:03:00
Student_305,22,Mechanical Engineering,Pune,IIT Kolkata,305,2023-01-01 05:04:00
Student_306,24,Electrical Engineering,Mumbai,IIT Bangalore,306,2023-01-01 05:05:00
Student_307,18,Civil Engineering,Bangalore,IIT Chennai,307,2023-01-01 05:06:00
Student_308,18,Biotechnology,Pune,IIT Ahmedabad,308,2023-01-01 05:07:00
Student_309,21,Computer Science,Jaipur,IIT Kolkata,309,2023-01-01 05:08:00
Student_310,22,Electrical Engineering,Jaipur,IIT Bangalore,310,2023-01-01 05:09:00
Student_311,19,Biotechnology,Bangalore,IIT Lucknow,311,2023-01-01 05:10:00
